status	link	categoria	numero	ano	nome_lei	nome	data_lei	descricao	subcategoria	punicao	multa_texto	html	imagem_1	imagem_2	obs
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/f25571cac4a61011032564fe0052c89c/5644e1ec2d4f0a9483257f1f004d178d?OpenDocument	SAÚDE	7132	2015	Teste da Linguinha nas redes pública e particular	Hospitais públicos e privados são obrigados a oferecer o Teste da Linguinha em todos os recém-nascidos	2015-12-17	Os hospitais públicos e privados são obrigados a oferecer exame em todos os bebês recém-nascidos, conhecido como "teste da linguinha", com a finalidade de realizar diagnóstico precoce de problemas na sucção durante a amamentação, mastigação e fala.	Maternidades públicas	Multa aplicada de acordo com o Código de Defesa do Consumidor.	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj.<br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>A Assembléia Legislativa do estado do Rio de Janeiro decreta:</h3><br/><p><strong>Art. 1°</strong> - Fica instituída a obrigatoriedade de realização do "teste da linguinha" dos recém-nascidos nas redes Públicas e Particulares do Estado do Rio de Janeiro, com a finalidade de realizar diagnóstico precoce de problemas na sucção durante a amamentação, mastigação e fala.<br/><br/><strong>Paragráfo único</strong> - O exame referido no caput deste artigo deverá ser realizado antes da alta hospitalar do recém-nascido nas maternidades e demais estabelecimentos hospitalares onde houver ocorrido o parto.<br/><br/><strong>Art. 2º</strong> - As maternidades e demais estabelecimentos hospitalares nos quais se realizam procedimentos obstétricos ficam obrigados a:<br/><strong>I</strong> - dispor dos equipamentos necessários à realização de exame da natureza mencionada no caput do art. 1º;<br/><strong>II</strong> - contar com profissionais capacitados para a aplicação do exame.<br/><br/><strong>Art. 3º</strong> - A realização do exame estabelecido pela presente lei abrange todos os recém nascidos, seja pelo Sistema Único de Saúde (SUS), por planos de saúde, ou mesmo paciente particular.<br/><br/><strong>Paragráfo único</strong> - O Poder Público somente arcará com os custos do "teste da linguinha" dos recém nascidos assistidos pelo Sistema Único de Saúde (SUS).<br/><br/><strong>Art 4º</strong> - Fica o Poder Executivo Estadual autorizado a celebrar convênios com o Ministério da Saúde e a abrir crédito adicional suplementar ao orçamento anual, para garantir a execução da presente lei.<br/><br/><strong>Art 5º</strong> - O Poder Executivo, se necessário, editará normas complementares para a fiel execução da presente lei.<br/><br/><strong>Art 6º</strong> - Esta Lei entrará em vigor na data de sua publicação.</p>			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/2da2a34260c923e383257f07005d07fe?OpenDocument	SAÚDE	7111	2015	Teste do Olhinho na rede pública	Hospitais públicos e privados são obrigados a oferecer o Teste do Olhinho em todos os recém-nascidos	2015-11-23	Os hospitais públicos ou os privados que tenham convênio com o Sistema Único de Saúde (SUS) são obrigados a oferecer exames oftalmológicos em todos bebês recém-nascidos, conhecido como 'teste do olhinho'.	Maternidades públicas		<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj.<br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3><br/><p> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei:<br/><br/><strong>Art. 1º -</strong> Fica autorizado o Poder executivo a modificar a Ementa da Lei Estadual n° 4.582, de 25 de julho de 2005, que passará a ter a seguinte redação:<br/> EMENTA:<br/>DISPÕE SOBRE A REALIZAÇÃO, NOS RECÉM NASCIDOS NO ÂMBITO DO ESTADO DO RIO DE JANEIRO, DOS EXAMES OFTALMOLÓGICOS QUE MENCIONA (NR). <br/><br/><strong>Art 2º -</strong> O Art. 1º da Lei nº 4.582, de 25 de julho de 2005, passa a ter a seguinte redação:<br/> Art. 1º - Serão sempre realizados exames oftalmológicos nos recém nascidos em maternidades ou hospitais públicos e àqueles encaminhados a esses locais, no âmbito do estado do Rio de Janeiro. (NR)<br/><br/><strong>Art. 3º -</strong> Esta Lei entra em vigor na data de sua publicação.</p>			
ver html	http://alerjln1.alerj.rj.gov.br/contlei.nsf/01017f90ba503d61032564fe0066ea5b/feaa581876b158b70325650e0077911b?OpenDocument	COMPRAS	2300	1994	Acessibilidade em supermercados	Caixa com espaço mínimo de 90 cm de distância do outro para facilitar a passagem de cadeirantes	1994-07-28	Determina a existência de caixas adaptados para portadores de deficiência, com espaço de, pelo menos, 90 centímetros entre as baias, para permitir a passagem de cadeirantes.	Supermercados e afins	Procon pode aplicar multa estabelecida no Código de Defesa do Consumidor, no valor mínimo de 200 UFIR-RJ (Valor da UFIR-RJ: <a href="#" onclick="window.open('http://bit.ly/UFIR_RJ', '_blank');">http://bit.ly/UFIR_RJ</a>).	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3><br/><p> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei: <br/><br/> <strong>Art. 1º -</strong> Os supermercados instalados no Estado deverão contar com 1 caixa especial para atendimento a deficientes físicos, de forma a facilitar os que usam cadeiras de roda. Este caixa deverá ser de uso exclusivo dos deficientes e terá 90 cm de largura.<br/><br/><strong>Art. 2º -</strong> Os caixas de que trata o art. 1º serão instalados em até 180 dias após a publicação da presente Lei. <br/><br/> Rio de Janeiro, 28 de julho de 1994. <strong>Nilo Batista</strong> Governador </p><div class="separator"></div><p><b>Projeto de Lei nº</b> 1207/93 <br/> Mensagem nº ---<br/> Autoria: TUNINHO DUARTE<br/> Data de publicação: 29-07-1994<br/> Data Publ. partes vetadas ---<br/> Assunto: Deficiente Físico, Portador De Deficiência, Supermercado, Deficiente Físico <br/> Tipo de Revogação: EM VIGOR<br/> Texto da Revogação --- <br/> </p>			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/2da4895df4a6d7bd03256b29006a393d?OpenDocument	COMPRAS	3735	2001	Agendamento da entrega de produtos	Produtos e serviços devem ser entregues com agendamento prévio, feito no ato da contratação, por dia e turno (manhã, tarde ou noite). Caso a 1ª entrega falhe, o fornecedor é obrigado a remarcar a 2ª entrega com hora específica	2001-12-18	A entrega de produtos e serviços ao consumidor deve ser agendada no ato da contratação. O agendamento pode ser por turno: manhã, tarde ou noite.	Empresas em geral	Multa de 4.500 UFIR-RJ, acrescida de 100 UFIR-RJ por dia de atraso. (O valor da UFIR-RJ: <a href="#" onclick="window.open('http://bit.ly/UFIR_RJ', '_blank');">http://bit.ly/UFIR_RJ</a>).	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3><br>Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei:<ul></ul><b>Art. 1º -</b> Ficam os fornecedores de bens ou serviços localizados no Estado do Rio de Janeiro, sem prejuízo do disposto na Lei nº 3669/2001, autorizados a fixar por turnos os horários de entrega de produtos ou serviços aos consumidores.<br><br><b><s>Art. 2º -</s></b><s> Os fornecedores de bens ou serviços poderão estipular no ato da contratação o cumprimento das suas obrigações nos turnos da manhã, tarde ou noite.</s><br><br><b><s>§ 1º -</s></b><s> O turno da manhã abrange o período de 07:00 hs. às 12:00 hs.</s><br><br><b><s>§ 2º -</s></b><s> O turno da tarde abrange o período após às 12:00 hs. até 18:00 hs.</s><br><br><b><s>§ 3º -</s></b><s> O turno da noite abrange o período após às 18:00 hs. até às 23:00 hs.</s><br><br>*Art. 2º - Os fornecedores de bens ou serviços poderão estipular no ato da contratação o cumprimento das suas obrigações nos turnos da manhã, tarde ou noite.<br><br>§ 1º - O turno da manhã abrange o período de 07:00 h às 12:00 h<br><br>§ 2º - O turno da tarde abrange o período após às 12:00 h até 18:00 h.<br><br>§ 3º - O turno da noite abrange o período após às 18:00 h até às 23:00 h.<br><br>§ 4º &#8211; Quando a obrigação de que trata o presente artigo não for cumprida por responsabilidade do fornecedor de bens ou serviços, o mesmo ficará obrigado a reagendar a visita com hora certa, determinada pelo consumidor, sem prejuízo do disposto no artigo 3º da presente Lei.<br>* Nova redação dada pela Lei nº 6696/2014. </b></a><br><br><b>Art. 3º -</b> Mediante convenção especial entre as partes, em separado e de forma destacada, será possível a contratação da efetivação da entrega de qualquer mercadoria ou serviço no período após às 23:00 hs. até às 07:00 hs. <br><br><b>Art. 4º -</b> A não observância do dia e período designado para a prestação do serviço ou entrega do produto por parte do fornecedor o sujeitará à multa fixada na Lei nº 3669/2001. <br><br><b>Art. 5º -</b> Esta Lei entrará em vigor na data da sua publicação, revogadas as disposições em contrário.<ul></ul><div align="center">Rio de Janeiro, 18 de dezembro de 2001.<p><br><b>ANTHONY GAROTINHO</b><br>Governador do Estado</div><br><div class="separator"></div><p><b>Projeto de Lei nº</b> 2152/2001 <br/> Mensagem nº ---<br/> Autoria: SÉRGIO CABRAL<br/> Data de publicação: 17-10-2001<br/> Data Publ. partes vetadas ---<br/> Assunto: Consumidor, Prazo De Entrega<br/> Tipo de Revogação: EM VIGOR<br/> Texto da Revogação: <br/> Norma atualizada pela lei 6696/2014, do deputado André Ceciliano.</p>			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/864f80cf85a5a9ef83258044005f51ab?OpenDocument	COMPRAS	7438	2016	Aviso de compras por SMS	Administradoras de cartão de crédito devem disponibilizar opção de aviso de compras por SMS	2016-09-30	Dispõe sobre a obrigatoriedade das instituições financeiras que operam com cartão de crédito a disponibilizarem aviso de compras.	Operadoras de cartões de crédito	Multa de 30 mil UFIR-RJ (Valor da UFIR-RJ: <a href="#" onclick="window.open('http://bit.ly/UFIR_RJ', '_blank');">http://bit.ly/UFIR_RJ</a>).	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3> <br /> <p> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei: <br /> <br /> Art. 1º – Ficam as instituições financeiras que operam com cartão de crédito no Estado do Rio de Janeiro obrigadas a disponibilizarem aviso de compras aos seus clientes, por meio de mensagem SMS.<br /> Art. 2º – O aviso de compras disposto no caput do art. 1º deve ser disponibilizado independentemente:<br /> I - do valor da compra;<br /> II – para transações nacionais ou internacionais.<br /> Art. 3º - O descumprimento do disposto nesta Lei sujeitará o infrator ao pagamento de multa correspondente a 30.000 UFIR – RJ (Trinta Mil Unidades Fiscais do Estado do Rio de Janeiro) por dia de descumprimento, limitada ao máximo de 80.000 UFIR – RJ (Oitenta Mil Unidades Fiscais do Estado do Rio de Janeiro). <br /> Art. 4º - As instituições financeiras que operam com cartão de crédito terão um prazo de 90 (noventa) dias para se adequarem ao disposto na presente Lei, a contar da data de sua publicação.<br /> Art. 5º - Esta Lei entra em vigor na data de sua publicação.<br /> <br /> <br /> Rio de Janeiro, em 30 de setembro de 2016.<br /> <strong>FRANCISCO DORNELLES </strong><br />Governador em exercício </p> <div class="separator"></div> <p> <b>Projeto de Lei nº</b> 525/2015<br /> Autoria: RAFAEL PICCIANI, JORGE PICCIANI<br /> Data de publicação: 09/03/2016<br /> Tipo de Revogação: Em Vigor<br /> </p>			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/e9589b9aabd9cac8032564fe0065abb4/832e378e4b392c1d032564f80057436c?OpenDocument	COMPRAS	2486	1995	Balanças em supermercados	Disponibilização de, ao menos, duas balanças de precisão para os clientes	1995-12-21	Supermercados devem oferecer, pelo menos, duas balanças de precisão para os clientes.	Supermercados e afins	Procon pode aplicar multa estabelecida no Código de Defesa do Consumidor, no valor mínimo de 200 UFIR-RJ (Valor da UFIR-RJ: <a href="#" onclick="window.open('http://bit.ly/UFIR_RJ', '_blank');">http://bit.ly/UFIR_RJ</a>).	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<p><strong>O GOVERNADOR DE ESTADO DO RIO DE JANEIRO,</strong><br/> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei:<br/><br/><strong>Art. 1º -</strong> Fica obrigatória a instalação de pelo menos 02 (duas) balanças de precisão nos supermercados para uso do consumidor, com a finalidade de ser conferido, pelo próprio, o peso das mercadorias previamente embaladas ou enlatadas.<br/><br/><strong>Art. 2º -</strong> No caso de açougues, padarias, abatedouros, feiras livres e estabelecimentos afins, que comercializem, também, mercadorias previamente embaladas, será obrigatória a permissão para que o consumidor confira o peso constante na embalagem.<br/><br/><strong>Art. 3º -</strong> O Poder Executivo, no prazo de 60 (sessenta) dias, indicará o Órgão Estadual competente para o fiel cumprimento da presente Lei, bem como estabelecer sanções.<br/><br/><strong>Art. 4º -</strong> Esta Lei entrará em vigor na data de sua publicação, revogadas as disposições em contrário.<br/><br/> Rio de Janeiro, 21 de dezembro de 1995.<strong>MARCELLO ALENCAR</strong> Governador </p><div class="separator"></div><p><b>Projeto de Lei nº</b> 43-A/95 <br/> Mensagem nº ---<br/> Autoria: APARECIDA BOAVENTURA<br/> Data de publicação: 22-12-1995<br/> Data Publ. partes vetadas ---<br/> Assunto: Supermercado, Defesa Do Consumidor, Inmetro, Comércio, Comercialização, Controle De Qualidade, Embalagem <br/> Tipo de Revogação: EM VIGOR<br/> Texto da Revogação --- <br/> </p>			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/b24a2da5a077847c032564f4005d4bf2/0030e0a8b8b7ce66832579a000560f22?OpenDocument	COMPRAS	6161	2012	Compras coletivas	Cupons devem ter validade mínima de 3 meses, e, em caso de problemas, valor deve ser devolvido em até 72h	2012-01-09	Sites de compras coletivas devem informar endereço da sede física. Cupons devem ter validade mínima de 3 meses, e, em caso de problemas, valor deve ser devolvido em até 72h.	Sites de compras coletivas	Multa aplicada de acordo com o Código de Defesa do Consumidor, no valor mínimo de 200 UFIR-RJ (Valor da UFIR-RJ: <a href="#" onclick="window.open('http://bit.ly/UFIR_RJ', '_blank');">http://bit.ly/UFIR_RJ</a>).	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3><br/><p> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei: <br/><br/> Art. 1º As empresas que exploram o comércio eletrônico de vendas coletivas, deverão manter serviço telefônico de atendimento ao consumidor, gratuito e de acordo com as normas do Decreto Federal nº 6523/2008.<br><br>Art. 2º As informações sobre a localização da sede física da empresa de vendas coletivas deverá constar na página eletrônica da mesma. <br><br>Art. 3º As ofertas deverão conter no mínimo, as seguintes informações: <br><br> <s>I &#8211; Quantidade mínima de compradores para a liberação da oferta;</s><br> * I – Quantidade mínima de compradores para a efetivação do contrato; <br> * Nova redação dada pela <a href="http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/1dd7308d5afc901c83257ee7005c8486?OpenDocument" class="lei-link">Lei 7090/2015</a>.<br><br> <s>II &#8211; Prazo para a utilização da oferta por parte do comprador, que deverá ser de, no mínimo, 03 (três) meses;</s><br> * II – Prazo para a utilização do contrato por parte do comprador, que deverá ser de, no mínimo, 3 (três) meses;<br> * Nova redação dada pela <a href="http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/1dd7308d5afc901c83257ee7005c8486?OpenDocument" class="lei-link">Lei 7090/2015</a>.<br><br> III &#8211; Endereço e telefone da empresa responsável pela oferta;<br><br> IV &#8211; Em se tratando se alimentos, deverá constar da oferta informações acerca de eventuais complicações alérgicas e outras complicações que o produto pode causar;<br><br> V &#8211; Quando a oferta consistir em tratamentos estéticos ou assemelhados, deverá constar no anúncio as contra indicações para sua utilização; <br><br> VI &#8211; A informação acerca da quantidade de clientes que serão atendidos por dia e a forma de agendamento para a utilização da oferta por parte dos compradores;<br><br> VII &#8211; A quantidade máxima de cupons que poderão ser adquiridos por cliente, bem como o período do ano, os dias de semana e horários em que o cupom da oferta poderá ser utilizado;<br><br> Art. 4º Caso o número mínimo de participantes para a liberação da oferta não seja atingido, a devolução dos valores pagos deverá se realizada até 72 (setenta e duas) horas.<br><br> Art. 5º As informações sobre ofertas e promoções somente poderão ser enviadas a clientes pré-cadastrados através do sítio, contendo expressa autorização para o recebimento das informações em sua conta de correio eletrônico.<br><br> Art. 6º <b> </b><b>V E T A D O.</b><br><br> <s>Art. 7º O descumprimento do contrato, cuja compra tenha sido concluída com sucesso pelos consumidores, gerará obrigações para a empresa de compras coletivas ou para a empresa responsável pela oferta do produto ou do serviço.</s> <br> * Art. 7º- O descumprimento do contrato, cuja compra tenha sido concluída com sucesso pelos consumidores, gera obrigação tanto para a empresa de compras coletivas quanto para a empresa responsável pela oferta do produto ou serviço, que respondem solidariamente pelo descumprimento da mesma.<br> * Nova redação dada pela <a href="http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/1dd7308d5afc901c83257ee7005c8486?OpenDocument" class="lei-link">Lei 7090/2015</a><br><br> <s>Art. 8º As empresas de que trata a presente Lei terão o prazo de 90 dias para se adequarem às suas determinações.</s><br> * Art. 8º - Em caso de descumprimento desta Lei, os infratores ficam sujeitos às sanções do artigo 1º da Lei 6.007, de 18 de julho de 2011, sem prejuízo das de natureza civil e penal.<br> * Nova redação dada pela <a href="http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/1dd7308d5afc901c83257ee7005c8486?OpenDocument" class="lei-link">Lei 7090/2015</a><br><br> Art.9º Esta Lei entrará em vigor na data de sua publicação.<br><br><br> Rio de Janeiro, em 9 de janeiro de 2012.<br><br><b>SÉRGIO CABRAL</b><br>GOVERNADOR<br><div class="separator"></div><p><b>Projeto de Lei nº</b> 1062/2011 <br/> Mensagem nº ---<br/> Autoria: ANDRE CECILIANO, CIDINHA CAMPOS, WAGNER MONTES<br/> Data de publicação: 10/01/2012<br/> Data Publ. partes vetadas ---<br/> Assunto: --- <br/> Tipo de Revogação: EM VIGOR<br/> Texto da Revogação --- <br/> </p>			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/fada470d7527caa003256572005fb121?OpenDocument	COMPRAS	2868	1997	Financiamento	Empresas devem fornecer por escrito os motivos por negar pedidos de financiamento, bem como os recibos das taxas de levantamentos efetuados	1997-12-18	Obriga as empresas que promovem vendas a crédito a fornecer por escrito, as razões do indeferimento dos pedidos de financiamento, bem como recibo pela cobranças de taxas de levantamentos efetuados.	Empresas que promovem vendas e serviços a crédito	O infrator da presente Lei estará sujeito a multa de 300 (trezentos) UFIR-RJ por infração, revertido para o PROCON. (Valor da UFIR-RJ: <a href="#" onclick="window.open('http://bit.ly/UFIR_RJ', '_blank');">http://bit.ly/UFIR_RJ</a>).	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3><br/><p> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei: <br/><br/><strong>Art. 1º</strong> - Ficam as empresas comerciais, industriais e as prestadoras de serviço, inclusive as de natureza bancária, financeira e de crédito, sediadas no âmbito do Estado do Rio de Janeiro e que promovem vendas a crédito, serviços a crédito ou serviços de crédito, obrigadas a fornecer as razões das negativas ou indeferimentos de financiamentos, por escrito, em documento hábil, emitido em papel timbrado da empresa. Nova redação dada pela Lei nº 3887/2002.<br /><strong>Parágrafo único</strong> Em caso de descumprimento das determinações contidas nesta Lei, acarretará aos responsáveis da empresa infratora as penalidades do Código de Defesa do Consumidor - CDC. (NR)<br/>* Incluído pela Lei nº 5217/2008.</strong><strong>Art. 2º</strong> - No caso das empresas imobiliárias, ficam as mesmas obrigadas a fornecer recibo discriminado referente às taxas cobradas por levantamentos feitos sobre a vida pessoal dos pretendentes.<br/><strong>Art. 3º</strong> - O infrator da presente Lei estará sujeito a multa de 300 (trezentos) UFIR'S por infração, revertido para o PROCON.<br/>* Incluído pela Lei nº 4937/2006.			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/f25571cac4a61011032564fe0052c89c/e0f904be06a29ff1832578690066fa05?OpenDocument	COMPRAS	5936	2011	Informação de fornecedores em açougues	Informações sobre produtos e frigoríficos fornecedores devem ser repassadas aos clientes	2011-04-04	Açougues e supermercados devem disponibilizar informações sobre seus produtos e respectivos fornecedores.	Açougues e supermercados	Punição vai de multa a cassação da licença do estabelecimento	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3><br/><p> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei: <br/><br/> <strong>Art. 1º -</strong> Os açougues e supermercados ficam obrigados a expor, em local visível aos consumidores, o nome, telefone e endereço do frigorífico fornecedor do produto.<br/><br/><strong>Art. 2º -</strong> O não cumprimento desta lei acarretará as penas e multas prevista no Código de Defesa do Consumidor - Lei n° 8.078, de 11 de setembro de 1990 - cujos valores monetários serão revertidos para o Fundo Especial de Apoio a Programas de Proteção e Defesa do Consumidor - FEPROCON.<br/><br/><strong>*Art. 2º -</strong> Aplicam-se os dispositivos dos artigos 1º e 2º da Lei nº 6.007, de 18 de julho de 2011, nos casos de descumprimento ao disposto na presente Lei, sem prejuízo da imediata apreensão do produto. (NR)<br/>* Nova redação dada pela Lei nº 6930/2014.<br/><br/><strong>* Art. 2º -</strong> A O Poder Executivo designará o órgão de sua administração direta para fiscalizar o cumprimento da presente Lei, sem prejuízo das atribuições dos demais órgãos e instituições do Sistema Nacional de Defesa do Consumidor (SNDC), em especial o Ministério Público e o Procon (Autarquia de Proteção e Defesa do Consumidor).<br/>*Incluído pela Lei nº 6930/2014.<br/><br/><strong>Art. 3º -</strong> Esta Lei entrará em vigor na data da sua publicação. <br/><br/> Rio de Janeiro, 04 de abril de 2011. <strong>Luiz Fernando de Souza</strong> Governador em exercício </p><div class="separator"></div><p><b>Projeto de Lei nº</b> 2240-A/2009 <br/> Mensagem nº ---<br/> Autoria: WAGNER MONTES<br/> Data de publicação: 05-04-2011<br/> Data Publ. partes vetadas ---<br/> Assunto: --- <br/> Tipo de Revogação: EM VIGOR<br/> Texto da Revogação --- <br/> </p>			
ver html	http://alerjln1.alerj.rj.gov.br/CONTLEI.NSF/c8aa0900025feef6032564ec0060dfff/d6e656973516830183257d4f00683361?OpenDocument	COMPRAS	6878	2014	Lugares em praças de alimentação	5% das mesas e cadeiras devem ser reservadas e identificadas para idosos, gestantes e deficientes	2014-09-02	Restaurantes e praças de alimentação de shoppings devem deixar 5% das mesas e cadeiras reservadas e identificados como assentos especiais para idosos, gestantes e pessoas com deficiência.	Restaurantes e praças de alimentação de shoppings	Procon pode aplicar multa estabelecida no Código de Defesa do Consumidor, no valor mínimo de 200 UFIR-RJ (O valor da UFIR-RJ: <a href="#" onclick="window.open('http://bit.ly/UFIR_RJ', '_blank');">http://bit.ly/UFIR_RJ</a>).	<h4>PRECISA DE MAIS INFORMAÇÕES?</h4><p>Entre em contato com o Alô Alerj ou PROCON.<br /> - Procon-RJ: ligue 151 (horário comercial) ou <a href="#" class="lei-link" onclick="window.open('http://www.procon.rj.gov.br', '_blank');">(24h)</a><br /> - Alô Alerj: 0800-0220008 (horário comercial) / WhatsApp : (21) 98890-4742</p>	<h3>O Governador do Estado do Rio de Janeiro,</h3><br/><p> Faço saber que a Assembléia Legislativa do Estado do Rio de Janeiro decreta e eu sanciono a seguinte Lei:<br/><br/><strong>Art. 1º -</strong> Os shoppings centers e restaurantes, estabelecidos no Estado do Rio de Janeiro, mantidos pela iniciativa pública ou privada, deverão destinar, no mínimo, cinco por cento de seus lugares para uso preferencial de pessoas com deficiência, idosos e gestantes.<br/><br/><strong>Parágrafo Único -</strong> Os lugares reservados para o cumprimento ao disposto nesta Lei deverão ser identificados por avisos ou por alguma característica que os diferencie dos assentos destinados ao público em geral. <br/><br/><strong>Art. 2º -</strong> Os estabelecimentos alcançados pela presente Lei deverão, de igual forma, adaptar-se para o acesso e uso por pessoas com deficiência.<br/><br/><strong>§1º</strong> A adaptação referida no caput consubstancia-se na instalação de rampas ou de elevadores, de portas cuja largura comporte a passagem de cadeiras de rodas, e de aparelhos sanitários apropriados para o uso de pessoas com deficiência.<br/><br/><strong>§2º</strong> Estão desobrigados do cumprimento da presente Lei, total ou parcialmente, aqueles estabelecimentos que apresentarem laudo técnico firmado por profissional habilitado, comprovando a impossibilidade de adaptar-se para os fins previstos nesta Lei.<br/><br/><strong>§3º</strong> No caso previsto no parágrafo anterior, caberá ao Poder Executivo Estadual, através do órgão competente, verificar a veracidade das informações contidas no laudo técnico. <br/><br/><strong>Art. 3º - </strong>Esta Lei entra em vigor na data de sua publicação.<br/><br/> Rio de Janeiro, em 02 de setembro de 2014.<strong>LUIZ FERNANDO DE SOUZA</strong> Governador </p><div class="separator"></div><p><b>Projeto de Lei nº</b> 776-A/2011<br/> Mensagem nº ---<br/> Autoria: LUIZ MARTINS<br/> Data de publicação: 03-09-2014<br/> Data Publ. partes vetadas ---<br/> Assunto: ---<br/> Tipo de Revogação: EM VIGOR <br/> Texto da Revogação --- <br/> </p>			
